NAMEUNIT,num_pizzerias,municipio_norm,POB25,PROVINCIA,CPRO,CMUN,pizzerias_100k_hab
Campanet,6,campanet,2859.0,"Balears, Illes",7.0,12.0,209.8635886673662
Campezo/Kanpezu,4,campezo/kanpezu,1073.0,Araba/Álava,1.0,17.0,372.7865796831314
Campillo de Arenas,3,campillo de arenas,1711.0,Jaén,23.0,19.0,175.33606078316774
Campillo de Ranas,5,campillo de ranas,150.0,Guadalajara,19.0,60.0,3333.333333333333
Campo,2,campo,491.0,Huesca,22.0,74.0,407.3319755600815
Campo de Criptana,10,campo de criptana,12868.0,Ciudad Real,13.0,28.0,77.7121541809139
Campo de Villavidel,1,campo de villavidel,209.0,León,24.0,33.0,478.4688995215311
Camponaraya,5,camponaraya,4060.0,León,24.0,34.0,123.15270935960592
Campoo de Enmedio,3,campoo de enmedio,3729.0,Cantabria,39.0,27.0,80.45052292839904
Campoo de Yuso,5,campoo de yuso,680.0,Cantabria,39.0,17.0,735.2941176470589
Campos,36,campos,12485.0,"Balears, Illes",7.0,13.0,288.3460152182619
Canal de Berdún,2,canal de berdun,322.0,Huesca,22.0,76.0,621.1180124223602
Canales de la Sierra,1,canales de la sierra,84.0,"Rioja, La",26.0,38.0,1190.4761904761904
Candamo,3,candamo,1902.0,Asturias,33.0,10.0,157.72870662460568
Candasnos,2,candasnos,478.0,Huesca,22.0,77.0,418.41004184100416
Canena,2,canena,1717.0,Jaén,23.0,20.0,116.48223645894
Canet lo Roig,4,canet lo roig,715.0,Castellón/Castelló,12.0,36.0,559.4405594405595
Canfranc,8,canfranc,633.0,Huesca,22.0,78.0,1263.8230647709322
Cangas de Onís,42,cangas de onis,6344.0,Asturias,33.0,12.0,662.0428751576293
Cangas del Narcea,16,cangas del narcea,11282.0,Asturias,33.0,11.0,141.81882644921112
Canillas de Río Tuerto,1,canillas de rio tuerto,43.0,"Rioja, La",26.0,39.0,2325.5813953488373
Cantalojas,2,cantalojas,121.0,Guadalajara,19.0,65.0,1652.892561983471
Cantavieja,2,cantavieja,729.0,Teruel,44.0,59.0,274.34842249657066
Caparroso,2,caparroso,2882.0,Navarra,31.0,65.0,69.39625260235948
Capdepera,92,capdepera,13135.0,"Balears, Illes",7.0,14.0,700.4187285877427
Capella,1,capella,361.0,Huesca,22.0,80.0,277.0083102493075
Caracena,1,caracena,13.0,Soria,42.0,52.0,7692.307692307693
Caravia,5,caravia,486.0,Asturias,33.0,13.0,1028.80658436214
Carballeda de Valdeorras,1,carballeda de valdeorras,1311.0,Ourense,32.0,17.0,76.27765064836002
Carboneros,2,carboneros,624.0,Jaén,23.0,21.0,320.5128205128205
Carcastillo,1,carcastillo,2408.0,Navarra,31.0,67.0,41.52823920265781
Carracedelo,5,carracedelo,3423.0,León,24.0,38.0,146.0706982179375
Carreño,20,carreno,10292.0,Asturias,33.0,14.0,194.325689856199
Carrizo,2,carrizo,2242.0,León,24.0,39.0,89.20606601248885
Carrión de Calatrava,1,carrion de calatrava,3239.0,Ciudad Real,13.0,31.0,30.87372645878357
Carrión de los Condes,6,carrion de los condes,1997.0,Palencia,34.0,47.0,300.450676014021
Carrocera,1,carrocera,437.0,León,24.0,40.0,228.8329519450801
Cartes,9,cartes,5874.0,Cantabria,39.0,18.0,153.21756894790602
Carucedo,10,carucedo,479.0,León,24.0,41.0,2087.6826722338205
Casalarreina,6,casalarreina,1094.0,"Rioja, La",26.0,42.0,548.4460694698355
Casarejos,2,casarejos,145.0,Soria,42.0,55.0,1379.3103448275865
Cascante,4,cascante,4231.0,Navarra,31.0,68.0,94.54029780193808
Caso,9,caso,1437.0,Asturias,33.0,15.0,626.304801670146
Castañeda,4,castaneda,3290.0,Cantabria,39.0,19.0,121.580547112462
Castejón,1,castejon,120.0,Cuenca,16.0,67.0,833.3333333333334
Castejón,1,castejon,4725.0,Navarra,31.0,70.0,21.164021164021165
Castejón de Sos,2,castejon de sos,840.0,Huesca,22.0,84.0,238.0952380952381
Castellar,3,castellar,3147.0,Jaén,23.0,25.0,95.32888465204958
Castellote,2,castellote,665.0,Teruel,44.0,71.0,300.7518796992481
Castelló de la Plana/Castellón de la Plana,167,castello de la plana/castellon de la plana,183711.0,Castellón/Castelló,12.0,40.0,90.90364757690068
Castiello de Jaca,3,castiello de jaca,280.0,Huesca,22.0,86.0,1071.428571428571
Castillejo de Robledo,1,castillejo de robledo,100.0,Soria,42.0,58.0,1000.0
Castillo de Locubín,4,castillo de locubin,3805.0,Jaén,23.0,26.0,105.12483574244416
Castillo de Villamalefa,1,castillo de villamalefa,110.0,Castellón/Castelló,12.0,41.0,909.090909090909
Castillonroy,1,castillonroy,334.0,Huesca,22.0,89.0,299.4011976047904
Castrillón,13,castrillon,21998.0,Asturias,33.0,16.0,59.09628148013456
Castro Caldelas,3,castro caldelas,1244.0,Ourense,32.0,23.0,241.15755627009648
Castro de Rei,2,castro de rei,5001.0,Lugo,27.0,10.0,39.99200159968007
Castro-Urdiales,51,castro-urdiales,33450.0,Cantabria,39.0,20.0,152.46636771300447
Castrogonzalo,1,castrogonzalo,432.0,Zamora,49.0,41.0,231.48148148148147
Castropol,7,castropol,3202.0,Asturias,33.0,17.0,218.6133666458464
Castroverde,1,castroverde,2478.0,Lugo,27.0,11.0,40.35512510088781
Castroverde de Campos,1,castroverde de campos,240.0,Zamora,49.0,43.0,416.6666666666667
Castroviejo,1,castroviejo,57.0,"Rioja, La",26.0,44.0,1754.3859649122808
Catí,3,cati,719.0,Castellón/Castelló,12.0,42.0,417.2461752433936
Caudiel,1,caudiel,735.0,Castellón/Castelló,12.0,43.0,136.0544217687075
Cazalilla,1,cazalilla,762.0,Jaén,23.0,27.0,131.23359580052494
Cazorla,18,cazorla,6930.0,Jaén,23.0,28.0,259.7402597402597
Celadas,1,celadas,331.0,Teruel,44.0,75.0,302.11480362537765
Celanova,6,celanova,5723.0,Ourense,32.0,24.0,104.84011881880132
Cella,2,cella,2702.0,Teruel,44.0,76.0,74.01924500370096
Cendea de Olza/Oltza Zendea,2,cendea de olza/oltza zendea,1874.0,Navarra,31.0,193.0,106.72358591248666
Cenlle,1,cenlle,1066.0,Ourense,32.0,25.0,93.80863039399624
Cerecinos de Campos,1,cerecinos de campos,231.0,Zamora,49.0,46.0,432.9004329004329
Cervantes,5,cervantes,1142.0,Lugo,27.0,12.0,437.82837127845886
Cervatos de la Cueza,1,cervatos de la cueza,241.0,Palencia,34.0,55.0,414.9377593360996
Cervera de Pisuerga,12,cervera de pisuerga,2272.0,Palencia,34.0,56.0,528.169014084507
Cervera del Maestre,1,cervera del maestre,617.0,Castellón/Castelló,12.0,44.0,162.07455429497568
Cervera del Río Alhama,4,cervera del rio alhama,2237.0,"Rioja, La",26.0,47.0,178.81090746535537
Cervo,2,cervo,4137.0,Lugo,27.0,13.0,48.344210780759006
Ceuta,28,ceuta,83595.0,Ceuta,51.0,1.0,33.494826245588854
Cevico Navero,1,cevico navero,175.0,Palencia,34.0,58.0,571.4285714285714
Chandrexa de Queixa,2,chandrexa de queixa,467.0,Ourense,32.0,29.0,428.2655246252677
Chantada,16,chantada,8171.0,Lugo,27.0,16.0,195.8144657936605
Chiclana de Segura,1,chiclana de segura,859.0,Jaén,23.0,29.0,116.41443538998836
Chilches/Xilxes,6,chilches/xilxes,3199.0,Castellón/Castelló,12.0,53.0,187.5586120662707
Chilluévar,1,chilluevar,1309.0,Jaén,23.0,30.0,76.39419404125287
Chillón,1,chillon,1752.0,Ciudad Real,13.0,38.0,57.077625570776256
Chiloeches,0,chiloeches,4117.0,Guadalajara,19.0,105.0,0.0
Chozas de Abajo,2,chozas de abajo,2699.0,León,24.0,65.0,74.10151908114116
Chía,1,chia,90.0,Huesca,22.0,95.0,1111.111111111111
Chóvar,1,chovar,316.0,Castellón/Castelló,12.0,56.0,316.4556962025316
Cidones,1,cidones,313.0,Soria,42.0,61.0,319.4888178913738
Cieza,1,cieza,35577.0,Murcia,30.0,19.0,2.810804733395172
Cieza,1,cieza,528.0,Cantabria,39.0,21.0,189.3939393939394
Cifuentes,4,cifuentes,1731.0,Guadalajara,19.0,86.0,231.08030040439053
Cihuri,2,cihuri,205.0,"Rioja, La",26.0,49.0,975.6097560975608
Cillorigo de Liébana,6,cillorigo de liebana,1386.0,Cantabria,39.0,22.0,432.90043290043286
Cimanes del Tejar,2,cimanes del tejar,710.0,León,24.0,55.0,281.6901408450704
Cinctorres,1,cinctorres,433.0,Castellón/Castelló,12.0,45.0,230.9468822170901
Cintruénigo,3,cintruenigo,8565.0,Navarra,31.0,72.0,35.02626970227671
Cirat,2,cirat,220.0,Castellón/Castelló,12.0,46.0,909.090909090909
Cirauqui/Zirauki,2,cirauqui/zirauki,473.0,Navarra,31.0,74.0,422.8329809725159
Cirueña,1,ciruena,194.0,"Rioja, La",26.0,50.0,515.4639175257731
Cistierna,7,cistierna,2857.0,León,24.0,56.0,245.0122506125306
Ciudad Real,15,ciudad real,76217.0,Ciudad Real,13.0,34.0,19.6806486741803
Ciutadella de Menorca,102,ciutadella de menorca,32431.0,"Balears, Illes",7.0,15.0,314.51389103018715
Cizur,4,cizur,3949.0,Navarra,31.0,76.0,101.29146619397316
Clavijo,1,clavijo,294.0,"Rioja, La",26.0,51.0,340.13605442176873
Coaña,5,coana,3321.0,Asturias,33.0,18.0,150.5570611261668
Cobreros,3,cobreros,543.0,Zamora,49.0,50.0,552.4861878453039
Cogolludo,4,cogolludo,574.0,Guadalajara,19.0,92.0,696.8641114982578
Coles,1,coles,3228.0,Ourense,32.0,26.0,30.978934324659228
Colindres,5,colindres,8570.0,Cantabria,39.0,23.0,58.343057176196034
Colunga,26,colunga,3143.0,Asturias,33.0,19.0,827.2351256761057
Colungo,2,colungo,124.0,Huesca,22.0,90.0,1612.9032258064517
Comillas,20,comillas,2075.0,Cantabria,39.0,24.0,963.8554216867468
Condemios de Arriba,1,condemios de arriba,101.0,Guadalajara,19.0,96.0,990.09900990099
Congosto,4,congosto,1418.0,León,24.0,57.0,282.08744710860367
Consell,3,consell,4521.0,"Balears, Illes",7.0,16.0,66.35700066357
Corduente,1,corduente,297.0,Guadalajara,19.0,99.0,336.7003367003367
Corella,2,corella,8756.0,Navarra,31.0,77.0,22.841480127912288
Corera,1,corera,281.0,"Rioja, La",26.0,53.0,355.87188612099646
Corrales del Vino,3,corrales del vino,930.0,Zamora,49.0,54.0,322.5806451612904
Cortes,3,cortes,3165.0,Navarra,31.0,78.0,94.7867298578199
Cortes de Arenoso,1,cortes de arenoso,308.0,Castellón/Castelló,12.0,48.0,324.6753246753247
Corvera de Asturias,10,corvera de asturias,15785.0,Asturias,33.0,20.0,63.35128286347799
Corvera de Toranzo,10,corvera de toranzo,2204.0,Cantabria,39.0,26.0,453.7205081669691
Cospeito,2,cospeito,4172.0,Lugo,27.0,15.0,47.93863854266539
Cretas,1,cretas,559.0,Teruel,44.0,86.0,178.89087656529517
Crémenes,6,cremenes,497.0,León,24.0,60.0,1207.2434607645876
Cualedro,1,cualedro,1538.0,Ourense,32.0,28.0,65.01950585175553
Cubillas de Cerrato,1,cubillas de cerrato,60.0,Palencia,34.0,66.0,1666.6666666666667
Cudillero,30,cudillero,4867.0,Asturias,33.0,21.0,616.3961372508733
Cuenca,73,cuenca,53600.0,Cuenca,16.0,78.0,136.19402985074626
Cueva de Ágreda,1,cueva de agreda,67.0,Soria,42.0,73.0,1492.5373134328358
Culla,2,culla,503.0,Castellón/Castelló,12.0,51.0,397.61431411530816
Cuzcurrita de Río Tirón,1,cuzcurrita de rio tiron,565.0,"Rioja, La",26.0,56.0,176.99115044247787
Càlig,2,calig,2042.0,Castellón/Castelló,12.0,34.0,97.9431929480901
Cáceres,107,caceres,96651.0,Cáceres,10.0,37.0,110.70759743820553
Cádiz,176,cadiz,109950.0,Cádiz,11.0,12.0,160.07276034561164
Cárcar,1,carcar,1156.0,Navarra,31.0,66.0,86.50519031141867
Cárcheles,1,carcheles,1291.0,Jaén,23.0,901.0,77.45933384972889
Cármenes,4,carmenes,356.0,León,24.0,37.0,1123.5955056179776
Córdoba,381,cordoba,323262.0,Córdoba,14.0,21.0,117.86105388199049
Daimiel,10,daimiel,17722.0,Ciudad Real,13.0,39.0,56.42703983749013
Daroca de Rioja,1,daroca de rioja,63.0,"Rioja, La",26.0,57.0,1587.3015873015872
Deba,18,deba,5362.0,Gipuzkoa,20.0,29.0,335.69563595673253
Deià,16,deia,741.0,"Balears, Illes",7.0,18.0,2159.2442645074225
Derio,8,derio,7294.0,Bizkaia,48.0,901.0,109.67918837400605
Dima,6,dima,1531.0,Bizkaia,48.0,26.0,391.90071848465055
Donamaria,2,donamaria,446.0,Navarra,31.0,81.0,448.43049327354254
Doneztebe/Santesteban,4,doneztebe/santesteban,1854.0,Navarra,31.0,221.0,215.7497303128371
Donostia/San Sebastián,334,donostia/san sebastian,189866.0,Gipuzkoa,20.0,69.0,175.9135390222578
Dueñas,5,duenas,2605.0,Palencia,34.0,69.0,191.93857965451056
Durango,13,durango,30192.0,Bizkaia,48.0,27.0,43.05776364599894
Duruelo de la Sierra,1,duruelo de la sierra,1035.0,Soria,42.0,78.0,96.61835748792272
Durón,1,duron,108.0,Guadalajara,19.0,108.0,925.925925925926
Ea,1,ea,824.0,Bizkaia,48.0,28.0,121.35922330097088
Eibar,28,eibar,27484.0,Gipuzkoa,20.0,30.0,101.8774559743851
Eivissa,101,eivissa,55337.0,"Balears, Illes",7.0,26.0,182.51802591394545
Ejulve,1,ejulve,172.0,Teruel,44.0,96.0,581.3953488372093
El Astillero,3,el astillero,,,,,
El Burgo Ranero,3,el burgo ranero,,,,,
El Cardoso de la Sierra,1,el cardoso de la sierra,,,,,
El Casar,11,el casar,,,,,
El Castellar,0,el castellar,,,,,
El Cuervo,1,el cuervo,,,,,
El Franco,7,el franco,,,,,
El Grado,3,el grado,,,,,
El Perdigón,6,el perdigon,,,,,
El Pueyo de Araguás,3,el pueyo de araguas,,,,,
El Rosario,1,el rosario,,,,,
El Vallecillo,2,el vallecillo,,,,,
Elantxobe,1,elantxobe,320.0,Bizkaia,48.0,31.0,312.5
Elburgo/Burgelu,1,elburgo/burgelu,642.0,Araba/Álava,1.0,21.0,155.7632398753894
Elciego,5,elciego,971.0,Araba/Álava,1.0,22.0,514.9330587023687
Elgeta,2,elgeta,1133.0,Gipuzkoa,20.0,33.0,176.522506619594
Elgoibar,14,elgoibar,11705.0,Gipuzkoa,20.0,32.0,119.6070055531824
Elgorriaga,2,elgorriaga,210.0,Navarra,31.0,87.0,952.3809523809524
Elorrio,6,elorrio,7277.0,Bizkaia,48.0,32.0,82.45155970867116
Encinedo,1,encinedo,621.0,León,24.0,67.0,161.0305958132045
Enciso,1,enciso,167.0,"Rioja, La",26.0,58.0,598.8023952095808
Entrala,1,entrala,133.0,Zamora,49.0,61.0,751.8796992481203
Entrambasaguas,11,entrambasaguas,5693.0,Cantabria,39.0,28.0,193.219743544704
Enériz/Eneritz,1,eneriz/eneritz,328.0,Navarra,31.0,89.0,304.8780487804878
Erandio,12,erandio,24659.0,Bizkaia,48.0,902.0,48.663773875664056
Ereño,1,ereno,275.0,Bizkaia,48.0,33.0,363.6363636363637
Ergoiena,2,ergoiena,392.0,Navarra,31.0,91.0,510.2040816326531
Errenteria,33,errenteria,39363.0,Gipuzkoa,20.0,67.0,83.83507354622361
Errezil,6,errezil,588.0,Gipuzkoa,20.0,66.0,1020.408163265306
Erriberagoitia/Ribera Alta,2,erriberagoitia/ribera alta,839.0,Araba/Álava,1.0,46.0,238.37902264600717
Erro,5,erro,812.0,Navarra,31.0,92.0,615.7635467980296
Es Mercadal,49,es mercadal,,,,,
Es Migjorn Gran,9,es migjorn gran,,,,,
Escalante,4,escalante,716.0,Cantabria,39.0,29.0,558.659217877095
Escorca,14,escorca,199.0,"Balears, Illes",7.0,19.0,7035.175879396985
Escucha,2,escucha,788.0,Teruel,44.0,99.0,253.8071065989848
Eskoriatza,5,eskoriatza,4215.0,Gipuzkoa,20.0,34.0,118.62396204033216
Eslida,1,eslida,815.0,Castellón/Castelló,12.0,57.0,122.6993865030675
Esporles,10,esporles,5264.0,"Balears, Illes",7.0,20.0,189.9696048632219
Estada,1,estada,215.0,Huesca,22.0,102.0,465.1162790697674
Estadilla,2,estadilla,810.0,Huesca,22.0,103.0,246.9135802469136
Estella-Lizarra,13,estella-lizarra,14317.0,Navarra,31.0,97.0,90.8011454913739
Estellencs,3,estellencs,369.0,"Balears, Illes",7.0,21.0,813.0081300813008
Esteribar,8,esteribar,2918.0,Navarra,31.0,98.0,274.16038382453735
Estopiñán del Castillo,0,estopinan del castillo,147.0,Huesca,22.0,105.0,0.0
Etxalar,4,etxalar,807.0,Navarra,31.0,82.0,495.6629491945477
Etxarri Aranatz,7,etxarri aranatz,2551.0,Navarra,31.0,84.0,274.4021952175617
Etxauri,1,etxauri,671.0,Navarra,31.0,85.0,149.03129657228018
Etxebarri,5,etxebarri,12038.0,Bizkaia,48.0,29.0,41.53513872736335
Etxebarria,2,etxebarria,791.0,Bizkaia,48.0,30.0,252.84450063211125
Eulate,1,eulate,278.0,Navarra,31.0,100.0,359.71223021582733
Ezcabarte,3,ezcabarte,1901.0,Navarra,31.0,101.0,157.81167806417676
Ezcaray,12,ezcaray,2067.0,"Rioja, La",26.0,61.0,580.5515239477503
Ezcároz/Ezkaroze,1,ezcaroz/ezkaroze,298.0,Navarra,31.0,93.0,335.5704697986577
Ezkio-Itsaso,2,ezkio-itsaso,604.0,Gipuzkoa,20.0,35.0,331.1258278145695
Ezkurra,1,ezkurra,125.0,Navarra,31.0,102.0,800.0
Fabero,4,fabero,3998.0,León,24.0,70.0,100.05002501250624
Falces,1,falces,2389.0,Navarra,31.0,104.0,41.858518208455415
Fanlo,1,fanlo,114.0,Huesca,22.0,107.0,877.1929824561404
Fariza,1,fariza,487.0,Zamora,49.0,64.0,205.3388090349076
Felanitx,57,felanitx,19146.0,"Balears, Illes",7.0,22.0,297.71231588843625
Fermoselle,1,fermoselle,1131.0,Zamora,49.0,65.0,88.41732979664013
Ferreras de Abajo,1,ferreras de abajo,461.0,Zamora,49.0,66.0,216.91973969631235
Ferreries,9,ferreries,5170.0,"Balears, Illes",7.0,23.0,174.08123791102514
Ferreruela de Huerva,0,ferreruela de huerva,81.0,Teruel,44.0,101.0,0.0
Fiscal,2,fiscal,358.0,Huesca,22.0,109.0,558.659217877095
Fitero,2,fitero,2370.0,Navarra,31.0,105.0,84.38818565400844
Folgoso do Courel,7,folgoso do courel,921.0,Lugo,27.0,17.0,760.0434310532031
Fonfría,1,fonfria,35.0,Teruel,44.0,102.0,2857.1428571428573
Fonfría,1,fonfria,794.0,Zamora,49.0,71.0,125.94458438287155
Fontellas,2,fontellas,1050.0,Navarra,31.0,106.0,190.47619047619045
Foradada del Toscar,1,foradada del toscar,163.0,Huesca,22.0,111.0,613.4969325153374
Forcall,3,forcall,475.0,Castellón/Castelló,12.0,61.0,631.578947368421
Formentera,108,formentera,11661.0,"Balears, Illes",7.0,24.0,926.164136866478
Fornalutx,7,fornalutx,743.0,"Balears, Illes",7.0,25.0,942.1265141318976
Foz,19,foz,10329.0,Lugo,27.0,19.0,183.94810727079096
Fraga,14,fraga,15576.0,Huesca,22.0,112.0,89.88186954288649
Frailes,5,frailes,1565.0,Jaén,23.0,33.0,319.4888178913738
Frechilla,1,frechilla,138.0,Palencia,34.0,72.0,724.6376811594204
Fresno del Río,1,fresno del rio,169.0,Palencia,34.0,73.0,591.7159763313609
Friol,7,friol,3608.0,Lugo,27.0,20.0,194.0133037694013
Fruiz,0,fruiz,591.0,Bizkaia,48.0,35.0,0.0
Frías de Albarracín,1,frias de albarracin,109.0,Teruel,44.0,109.0,917.4311926605504
Frómista,7,fromista,727.0,Palencia,34.0,74.0,962.8610729023384
Fuencaliente,1,fuencaliente,1007.0,Ciudad Real,13.0,42.0,99.30486593843098
Fuenmayor,4,fuenmayor,3281.0,"Rioja, La",26.0,64.0,121.914050594331
Fuensanta de Martos,5,fuensanta de martos,3030.0,Jaén,23.0,34.0,165.01650165016505
Fuentelsaz,0,fuentelsaz,82.0,Guadalajara,19.0,122.0,0.0
Fuentes Calientes,1,fuentes calientes,89.0,Teruel,44.0,111.0,1123.5955056179776
Fuentes de Ayódar,2,fuentes de ayodar,98.0,Castellón/Castelló,12.0,64.0,2040.8163265306123
Fuentes de Magaña,1,fuentes de magana,47.0,Soria,42.0,92.0,2127.6595744680853
Fuentes de Nava,1,fuentes de nava,581.0,Palencia,34.0,76.0,172.1170395869191
Fuentes de Valdepero,1,fuentes de valdepero,489.0,Palencia,34.0,77.0,204.4989775051125
Fuentesaúco,1,fuentesauco,1593.0,Zamora,49.0,81.0,62.77463904582549
Funes,2,funes,2537.0,Navarra,31.0,107.0,78.83326763894364
Gabiria,1,gabiria,519.0,Gipuzkoa,20.0,38.0,192.67822736030828
Gaibiel,1,gaibiel,200.0,Castellón/Castelló,12.0,65.0,500.0
Galar,11,galar,2427.0,Navarra,31.0,109.0,453.23444581788215
Galdakao,11,galdakao,24776.0,Bizkaia,48.0,36.0,44.39780432676784
Galdames,3,galdames,829.0,Bizkaia,48.0,37.0,361.881785283474
Galende,23,galende,1019.0,Zamora,49.0,85.0,2257.1148184494605
Galve,3,galve,149.0,Teruel,44.0,115.0,2013.4228187919464
Galve de Sorbe,1,galve de sorbe,97.0,Guadalajara,19.0,127.0,1030.9278350515465
Galápagos,1,galapagos,2802.0,Guadalajara,19.0,126.0,35.6887937187723
Gamiz-Fika,3,gamiz-fika,1414.0,Bizkaia,48.0,38.0,212.16407355021215
Garai,4,garai,332.0,Bizkaia,48.0,39.0,1204.8192771084337
Garaioa,1,garaioa,92.0,Navarra,31.0,112.0,1086.9565217391305
Garde,1,garde,132.0,Navarra,31.0,113.0,757.5757575757576
Gargallo,1,gargallo,88.0,Teruel,44.0,116.0,1136.3636363636365
Garrafe de Torío,2,garrafe de torio,1649.0,León,24.0,76.0,121.2856276531231
Garralda,2,garralda,183.0,Navarra,31.0,115.0,1092.896174863388
Garray,3,garray,794.0,Soria,42.0,94.0,377.8337531486147
Gatika,5,gatika,1633.0,Bizkaia,48.0,40.0,306.1849357011635
Gautegiz Arteaga,3,gautegiz arteaga,866.0,Bizkaia,48.0,41.0,346.42032332563514
Gea de Albarracín,1,gea de albarracin,459.0,Teruel,44.0,117.0,217.86492374727663
Geldo,3,geldo,665.0,Castellón/Castelló,12.0,67.0,451.1278195488722
Gernika-Lumo,12,gernika-lumo,17129.0,Bizkaia,48.0,46.0,70.05662910852939
Getaria,25,getaria,2887.0,Gipuzkoa,20.0,39.0,865.9508139937651
Getxo,66,getxo,75752.0,Bizkaia,48.0,44.0,87.1264125039603
Gijón,288,gijon,269894.0,Asturias,33.0,24.0,106.70855965675412
Girona,279,girona,108666.0,Girona,17.0,79.0,256.750041411297
Gistaín,1,gistain,114.0,Huesca,22.0,114.0,877.1929824561404
Gizaburuaga,1,gizaburuaga,196.0,Bizkaia,48.0,47.0,510.2040816326531
Goizueta,3,goizueta,681.0,Navarra,31.0,117.0,440.5286343612335
Golmayo,2,golmayo,3085.0,Soria,42.0,95.0,64.82982171799027
Gordexola,1,gordexola,1720.0,Bizkaia,48.0,42.0,58.13953488372093
Gorliz,13,gorliz,6034.0,Bizkaia,48.0,43.0,215.44580709313888
Gozón,43,gozon,10407.0,Asturias,33.0,25.0,413.1834342269626
Grado,10,grado,9681.0,Asturias,33.0,26.0,103.29511414110114
Grajal de Campos,1,grajal de campos,200.0,León,24.0,80.0,500.0
Granada,466,granada,233975.0,Granada,18.0,87.0,199.1665776258147
Grandas de Salime,3,grandas de salime,767.0,Asturias,33.0,27.0,391.1342894393742
Granátula de Calatrava,1,granatula de calatrava,683.0,Ciudad Real,13.0,45.0,146.41288433382138
Graus,4,graus,3400.0,Huesca,22.0,117.0,117.6470588235294
Grañén,1,granen,1718.0,Huesca,22.0,116.0,58.20721769499418
Grijota,1,grijota,2839.0,Palencia,34.0,79.0,35.22367030644593
Guadalajara,34,guadalajara,92834.0,Guadalajara,19.0,130.0,36.62451257082535
Guardo,7,guardo,5502.0,Palencia,34.0,80.0,127.2264631043257
Guarromán,8,guarroman,2703.0,Jaén,23.0,39.0,295.9674435812061
Guesálaz/Gesalatz,1,guesalaz/gesalatz,462.0,Navarra,31.0,120.0,216.4502164502165
Guitiriz,7,guitiriz,5180.0,Lugo,27.0,22.0,135.13513513513513
Guntín,4,guntin,2501.0,Lugo,27.0,23.0,159.93602558976409
Gurrea de Gállego,0,gurrea de gallego,1430.0,Huesca,22.0,119.0,0.0
Gómara,2,gomara,286.0,Soria,42.0,96.0,699.3006993006993
Gúdar,2,gudar,73.0,Teruel,44.0,121.0,2739.7260273972606
Güeñes,5,guenes,6817.0,Bizkaia,48.0,45.0,73.34604664808568
Harana/Valle de Arana,1,harana/valle de arana,212.0,Araba/Álava,1.0,56.0,471.6981132075472
Haro,20,haro,12167.0,"Rioja, La",26.0,71.0,164.37905810799705
Hazas de Cesto,2,hazas de cesto,1957.0,Cantabria,39.0,31.0,102.19724067450178
Herbers,1,herbers,68.0,Castellón/Castelló,12.0,68.0,1470.5882352941176
Herencia,2,herencia,8661.0,Ciudad Real,13.0,47.0,23.092021706500404
Hermandad de Campoo de Suso,13,hermandad de campoo de suso,1619.0,Cantabria,39.0,32.0,802.9647930821495
Hermisende,1,hermisende,207.0,Zamora,49.0,94.0,483.0917874396136
Hernani,35,hernani,20375.0,Gipuzkoa,20.0,40.0,171.7791411042945
Hernialde,2,hernialde,326.0,Gipuzkoa,20.0,41.0,613.4969325153374
Herrera de Pisuerga,4,herrera de pisuerga,1875.0,Palencia,34.0,83.0,213.33333333333331
Herrerías,2,herrerias,570.0,Cantabria,39.0,33.0,350.8771929824561
Higueras,1,higueras,54.0,Castellón/Castelló,12.0,69.0,1851.851851851852
Hiriberri/Villanueva de Aezkoa,1,hiriberri/villanueva de aezkoa,96.0,Navarra,31.0,256.0,1041.6666666666667
Hita,1,hita,336.0,Guadalajara,19.0,138.0,297.6190476190476
Hondarribia,47,hondarribia,16788.0,Gipuzkoa,20.0,36.0,279.96187753157017
Horcajo de los Montes,3,horcajo de los montes,798.0,Ciudad Real,13.0,49.0,375.9398496240602
Horche,1,horche,3119.0,Guadalajara,19.0,143.0,32.06155819172812
Hornos,3,hornos,561.0,Jaén,23.0,43.0,534.75935828877
Hospital de Órbigo,4,hospital de orbigo,948.0,León,24.0,82.0,421.94092827004215
Hoz de Jaca,1,hoz de jaca,81.0,Huesca,22.0,122.0,1234.567901234568
Hoz y Costean,1,hoz y costean,225.0,Huesca,22.0,908.0,444.44444444444446
Huarte/Uharte,6,huarte/uharte,7900.0,Navarra,31.0,122.0,75.94936708860759
Huelma,7,huelma,5485.0,Jaén,23.0,44.0,127.6207839562443
Huelva,68,huelva,143215.0,Huelva,21.0,41.0,47.48105994483818
Huesa,4,huesa,2411.0,Jaén,23.0,45.0,165.9062629614268
Huesca,82,huesca,55454.0,Huesca,22.0,125.0,147.87030692105168
Humanes,1,humanes,1841.0,Guadalajara,19.0,151.0,54.31830526887561
Huétor Vega,1,huetor vega,12285.0,Granada,18.0,101.0,8.14000814000814
Híjar,1,hijar,1766.0,Teruel,44.0,122.0,56.62514156285391
Ibarra,3,ibarra,4114.0,Gipuzkoa,20.0,42.0,72.92173067574137
Ibarrangelu,4,ibarrangelu,669.0,Bizkaia,48.0,48.0,597.9073243647235
Ibias,2,ibias,1084.0,Asturias,33.0,28.0,184.50184501845015
Idiazabal,1,idiazabal,2217.0,Gipuzkoa,20.0,43.0,45.10599909788002
Igantzi,1,igantzi,578.0,Navarra,31.0,259.0,173.01038062283737
Igorre,2,igorre,4344.0,Bizkaia,48.0,94.0,46.04051565377532
